title,avg_rating,num_ratings,category
Nightwatch (1997),3.0,3,Flop
Nikita (La Femme Nikita) (1990),4.0078740157480315,127,Blockbuster
Nil By Mouth (1997),2.0,4,Flop
Nina Takes a Lover (1994),2.8333333333333335,6,Flop
Nine Months (1995),2.9310344827586206,58,Flop
Ninotchka (1939),3.769230769230769,26,Flop
Nixon (1995),3.1222222222222222,90,Flop
No Escape (1994),2.4,5,Flop
Nobody Loves Me (Keiner liebt mich) (1994),1.0,1,Flop
Nobody's Fool (1994),3.608695652173913,46,Flop
Normal Life (1996),3.0,1,Flop
North (1994),2.7142857142857144,7,Flop
North by Northwest (1959),4.284916201117318,179,Blockbuster
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.5555555555555554,54,Flop
Nosferatu a Venezia (1986),2.3333333333333335,3,Flop
Nothing Personal (1995),2.0,1,Flop
Nothing to Lose (1994),3.2857142857142856,7,Flop
Notorious (1946),4.115384615384615,52,Hidden Gem
Now and Then (1995),3.4583333333333335,24,Flop
Nowhere (1997),2.3333333333333335,3,Flop
"Nutty Professor, The (1996)",2.914110429447853,163,Overhyped
Nénette et Boni (1996),3.5,6,Flop
"Object of My Affection, The (1998)",4.0,1,Hidden Gem
Of Human Bondage (1934),3.2,5,Flop
Of Love and Shadows (1994),3.1666666666666665,6,Flop
Office Killer (1997),1.0,1,Flop
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",2.6,5,Flop
"Old Man and the Sea, The (1958)",3.34375,32,Flop
Old Yeller (1957),3.484375,64,Flop
Oliver & Company (1988),2.772727272727273,22,Flop
"Omen, The (1976)",3.388235294117647,85,Flop
On Golden Pond (1981),3.556603773584906,106,Overhyped
Once Upon a Time in America (1984),3.4,50,Flop
Once Upon a Time in the West (1969),3.8684210526315788,38,Flop
Once Upon a Time... When We Were Colored (1995),3.2857142857142856,28,Flop
Once Were Warriors (1994),4.064516129032258,31,Hidden Gem
One Fine Day (1996),3.232142857142857,112,Overhyped
One Flew Over the Cuckoo's Nest (1975),4.291666666666667,264,Blockbuster
One Night Stand (1997),3.466666666666667,15,Flop
Only You (1994),3.1538461538461537,39,Flop
Open Season (1996),2.5,2,Flop
Operation Dumbo Drop (1995),2.5161290322580645,31,Flop
Original Gangstas (1996),2.142857142857143,7,Flop
Orlando (1993),3.6176470588235294,34,Flop
Oscar & Lucinda (1997),3.1904761904761907,21,Flop
Othello (1995),3.611111111111111,72,Flop
"Other Voices, Other Rooms (1997)",3.0,1,Flop
Out to Sea (1997),2.6842105263157894,19,Flop
Outbreak (1995),3.2403846153846154,104,Overhyped
"Outlaw, The (1943)",2.5,2,Flop
"Pagemaster, The (1994)",2.25,12,Flop
"Pallbearer, The (1996)",2.3181818181818183,22,Flop
Palmetto (1998),3.142857142857143,14,Flop
Palookaville (1996),2.923076923076923,13,Flop
Panther (1995),2.4,5,Flop
"Paper, The (1994)",3.225,40,Flop
Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.05,20,Hidden Gem
Paradise Road (1997),3.2857142857142856,7,Flop
"Parent Trap, The (1961)",3.095890410958904,73,Flop
Paris Is Burning (1990),3.814814814814815,27,Flop
Paris Was a Woman (1995),3.0,1,Flop
"Paris, France (1993)",2.3333333333333335,3,Flop
"Paris, Texas (1984)",3.5434782608695654,46,Flop
Party Girl (1995),2.875,16,Flop
Passion Fish (1992),3.1785714285714284,28,Flop
Pather Panchali (1955),4.625,8,Hidden Gem
Paths of Glory (1957),4.212121212121212,33,Hidden Gem
Patton (1970),3.9926470588235294,136,Overhyped
"Peacemaker, The (1997)",3.2720588235294117,136,Overhyped
Penny Serenade (1941),3.0,8,Flop
"People vs. Larry Flynt, The (1996)",3.5953488372093023,215,Overhyped
"Perez Family, The (1995)",2.642857142857143,14,Flop
"Perfect Candidate, A (1996)",4.0,4,Hidden Gem
"Perfect World, A (1993)",3.68,50,Flop
Persuasion (1995),4.045454545454546,44,Hidden Gem
"Pest, The (1997)",1.875,8,Flop
Pete's Dragon (1977),2.7209302325581395,43,Flop
"Phantom, The (1996)",2.575,80,Flop
Phantoms (1998),2.230769230769231,13,Flop
Pharaoh's Army (1995),1.0,1,Flop
Phat Beach (1996),1.6,5,Flop
Phenomenon (1996),3.557377049180328,244,Overhyped
Philadelphia (1993),3.854014598540146,137,Overhyped
"Philadelphia Story, The (1940)",4.115384615384615,104,Blockbuster
"Piano, The (1993)",3.6011904761904763,168,Overhyped
Picnic (1955),3.611111111111111,18,Flop
Picture Bride (1995),3.1,10,Flop
Picture Perfect (1997),2.962962962962963,81,Flop
Pie in the Sky (1995),2.0,4,Flop
"Pillow Book, The (1995)",3.6923076923076925,26,Flop
Pink Floyd - The Wall (1982),3.3508771929824563,114,Overhyped
Pinocchio (1940),3.6732673267326734,101,Overhyped
Platoon (1986),3.6929133858267718,127,Overhyped
Playing God (1997),2.627906976744186,43,Flop
Pocahontas (1995),2.5294117647058822,51,Flop
Poetic Justice (1993),2.7777777777777777,9,Flop
Poison Ivy II (1995),2.1538461538461537,13,Flop
Police Story 4: Project S (Chao ji ji hua) (1993),1.0,1,Flop
Pollyanna (1960),3.1481481481481484,27,Flop
"Pompatus of Love, The (1996)",3.0,7,Flop
Ponette (1996),3.3,10,Flop
"Portrait of a Lady, The (1996)",2.68,25,Flop
"Postino, Il (1994)",3.9672131147540983,183,Overhyped
"Postman, The (1997)",3.2241379310344827,58,Flop
Powder (1995),3.2083333333333335,48,Flop
Power 98 (1995),1.0,1,Flop
"Preacher's Wife, The (1996)",2.926470588235294,68,Flop
Prefontaine (1997),5.0,3,Hidden Gem
Pretty Woman (1990),3.323170731707317,164,Overhyped
"Price Above Rubies, A (1998)",3.3333333333333335,3,Flop
Priest (1994),4.0,40,Hidden Gem
Primal Fear (1996),3.601123595505618,178,Overhyped
Primary Colors (1998),3.923076923076923,13,Flop
"Princess Bride, The (1987)",4.172839506172839,324,Blockbuster
Princess Caraboo (1994),3.1333333333333333,15,Flop
Prisoner of the Mountains (Kavkazsky Plennik) (1996),3.0,5,Flop
Private Benjamin (1980),2.955223880597015,67,Flop
Private Parts (1997),3.53,100,Overhyped
"Professional, The (1994)",3.704697986577181,149,Overhyped
"Program, The (1993)",2.838709677419355,31,Flop
"Promesse, La (1996)",3.3333333333333335,6,Flop
"Promise, The (Versprechen, Das) (1994)",1.0,1,Flop
"Prophecy II, The (1998)",2.7,20,Flop
"Prophecy, The (1995)",2.9375,32,Flop
Psycho (1960),4.100418410041841,239,Blockbuster
Pulp Fiction (1994),4.060913705583756,394,Blockbuster
Pump Up the Volume (1990),3.4177215189873418,79,Flop
Purple Noon (1960),3.142857142857143,7,Flop
Pushing Hands (1992),2.0,2,Flop
"Pyromaniac's Love Story, A (1995)",2.4285714285714284,7,Flop
Quartier Mozart (1992),1.0,1,Flop
"Queen Margot (Reine Margot, La) (1994)",3.5,24,Flop
"Quest, The (1996)",2.5185185185185186,27,Flop
"Quick and the Dead, The (1995)",3.2083333333333335,48,Flop
"Quiet Man, The (1952)",4.029850746268656,67,Hidden Gem
"Quiet Room, The (1996)",3.6666666666666665,3,Flop
Quiz Show (1994),3.645714285714286,175,Overhyped
Race the Sun (1996),2.8,5,Flop
Radioland Murders (1994),3.3333333333333335,12,Flop
Raging Bull (1980),4.120689655172414,116,Blockbuster
Raiders of the Lost Ark (1981),4.252380952380952,420,Blockbuster
"Rainmaker, The (1997)",3.6,145,Overhyped
Raise the Red Lantern (1991),4.155172413793103,58,Hidden Gem
Raising Arizona (1987),3.875,256,Overhyped
Ran (1985),4.1,70,Hidden Gem
Ransom (1996),3.644194756554307,267,Overhyped
Raw Deal (1948),2.0,1,Flop
Ready to Wear (Pret-A-Porter) (1994),1.8333333333333333,18,Flop
Real Genius (1985),3.6638655462184873,119,Overhyped
Reality Bites (1994),2.961038961038961,77,Flop
Rear Window (1954),4.3875598086124405,209,Blockbuster
Rebecca (1940),3.9696969696969697,66,Flop
Rebel Without a Cause (1955),3.8555555555555556,90,Flop
Reckless (1995),2.75,8,Flop
Red Corner (1997),3.3859649122807016,57,Flop
"Red Firecracker, Green Firecracker (1994)",3.4615384615384617,13,Flop
Red Rock West (1992),3.5961538461538463,52,Flop
"Ref, The (1994)",3.0344827586206895,58,Flop
Relative Fear (1994),1.6666666666666667,3,Flop
"Relic, The (1997)",2.88,25,Flop
"Reluctant Debutante, The (1958)",3.0,1,Flop
"Remains of the Day, The (1993)",3.94,150,Overhyped
Renaissance Man (1994),3.0,43,Flop
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.3333333333333335,3,Flop
Rent-a-Kid (1995),3.0,8,Flop
"Replacement Killers, The (1998)",3.3076923076923075,39,Flop
Reservoir Dogs (1992),3.9864864864864864,148,Overhyped
Restoration (1995),3.464788732394366,71,Flop
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.772727272727273,44,Flop
Return of the Jedi (1983),4.007889546351085,507,Blockbuster
"Return of the Pink Panther, The (1974)",3.5543478260869565,92,Flop
Rhyme & Reason (1997),2.2,5,Flop
"Rich Man's Wife, The (1996)",2.4,15,Flop
Richard III (1995),3.831460674157303,89,Flop
Richie Rich (1994),2.4285714285714284,21,Flop
Ridicule (1996),3.7045454545454546,44,Flop
"Right Stuff, The (1983)",3.917197452229299,157,Overhyped
Ripe (1996),2.0,1,Flop
Rising Sun (1993),2.9069767441860463,43,Flop
"River Wild, The (1994)",3.143835616438356,146,Overhyped
"Road to Wellville, The (1994)",2.2941176470588234,17,Flop
Rob Roy (1995),3.5652173913043477,92,Flop
Robert A. Heinlein's The Puppet Masters (1994),3.0,18,Flop
Robin Hood: Men in Tights (1993),2.5892857142857144,56,Flop
Robin Hood: Prince of Thieves (1991),3.2266666666666666,75,Flop
Robocop 3 (1993),1.7272727272727273,11,Flop
"Rock, The (1996)",3.693121693121693,378,Overhyped
Rocket Man (1997),2.4081632653061225,49,Flop
Roman Holiday (1953),4.102941176470588,68,Hidden Gem
Romeo Is Bleeding (1993),3.0,37,Flop
Romper Stomper (1992),3.0,5,Flop
Romy and Michele's High School Reunion (1997),3.061224489795918,98,Flop
"Room with a View, A (1986)",3.985074626865672,134,Overhyped
Roommates (1995),3.230769230769231,13,Flop
Roseanna's Grave (For Roseanna) (1997),2.8,5,Flop
Rosencrantz and Guildenstern Are Dead (1990),3.888888888888889,90,Flop
Rosewood (1997),3.6666666666666665,114,Overhyped
Rough Magic (1995),2.5,2,Flop
Ruby in Paradise (1993),3.130434782608696,23,Flop
Rudy (1993),3.3125,64,Flop
"Ruling Class, The (1972)",3.875,16,Flop
Rumble in the Bronx (1995),3.4482758620689653,174,Overhyped
"Run of the Country, The (1995)",3.25,4,Flop
S.F.W. (1994),3.0,2,Flop
Sabrina (1954),3.796875,64,Flop
Sabrina (1995),3.5,190,Overhyped
Safe (1995),4.0,13,Hidden Gem
Safe Passage (1994),3.0,2,Flop
"Saint of Fort Washington, The (1993)",5.0,2,Hidden Gem
"Saint, The (1997)",3.1234177215189876,316,Overhyped
Salut cousin! (1996),2.0,2,Flop
"Santa Clause, The (1994)",3.097560975609756,82,Flop
Santa with Muscles (1996),5.0,2,Hidden Gem
"Savage Nights (Nuits fauves, Les) (1992)",3.0,3,Flop
"Scarlet Letter, The (1926)",3.0,2,Flop
"Scarlet Letter, The (1995)",2.4,5,Flop
Schindler's List (1993),4.466442953020135,298,Blockbuster
Schizopolis (1996),3.0,4,Flop
"Scout, The (1994)",2.6666666666666665,12,Flop
Scream (1996),3.4414225941422596,478,Overhyped
Scream 2 (1997),3.2169811320754715,106,Overhyped
Scream of Stone (Schrei aus Stein) (1991),3.0,1,Flop
Screamers (1995),2.652173913043478,46,Flop
"Search for One-eye Jimmy, The (1996)",2.6666666666666665,3,Flop
Searching for Bobby Fischer (1993),3.9057971014492754,138,Overhyped
"Second Jungle Book: Mowgli & Baloo, The (1997)",2.0,6,Flop
"Secret Adventures of Tom Thumb, The (1993)",2.6,5,Flop
"Secret Agent, The (1996)",3.0,6,Flop
"Secret Garden, The (1993)",3.5443037974683542,79,Flop
"Secret of Roan Inish, The (1994)",3.859154929577465,71,Flop
Secrets & Lies (1996),4.265432098765432,162,Blockbuster
Selena (1997),3.625,16,Flop
Sense and Sensibility (1995),4.0111940298507465,268,Blockbuster
Senseless (1998),2.4285714285714284,7,Flop
Serial Mom (1994),2.814814814814815,54,Flop
Set It Off (1996),3.4210526315789473,19,Flop
Seven (Se7en) (1995),3.847457627118644,236,Overhyped
Seven Years in Tibet (1997),3.458064516129032,155,Overhyped
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.5416666666666665,72,Flop
"Sex, Lies, and Videotape (1989)",3.4752475247524752,101,Overhyped
"Sexual Life of the Belgians, The (1994)",1.5,2,Flop
Sgt. Bilko (1996),2.5675675675675675,74,Flop
Shadow Conspiracy (1997),2.8636363636363638,44,Flop
Shadow of Angels (Schatten der Engel) (1976),1.0,1,Flop
"Shadow, The (1994)",2.888888888888889,45,Flop
Shadowlands (1993),3.9358974358974357,78,Flop
Shadows (Cienie) (1988),1.0,1,Flop
"Shaggy Dog, The (1959)",3.0,30,Flop
Shall We Dance? (1937),3.7058823529411766,17,Flop
Shall We Dance? (1996),4.260869565217392,46,Hidden Gem
Shallow Grave (1994),3.8181818181818183,66,Flop
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3.576923076923077,26,Flop
"Shawshank Redemption, The (1994)",4.445229681978798,283,Blockbuster
She's So Lovely (1997),2.7358490566037736,53,Flop
She's the One (1996),3.0136986301369864,73,Flop
Shiloh (1997),2.8333333333333335,12,Flop
Shine (1996),3.9224806201550386,129,Overhyped
"Shining, The (1980)",3.825242718446602,206,Overhyped
"Shooter, The (1995)",2.6666666666666665,3,Flop
Shooting Fish (1997),2.5,10,Flop
Shopping (1994),2.0,1,Flop
Short Cuts (1993),3.7761194029850746,67,Flop
"Show, The (1995)",3.0,2,Flop
Showgirls (1995),1.9565217391304348,23,Flop
"Silence of the Lambs, The (1991)",4.28974358974359,390,Blockbuster
"Silence of the Palace, The (Saimt el Qusur) (1994)",3.0,1,Flop
"Simple Twist of Fate, A (1994)",3.2,10,Flop
"Simple Wish, A (1997)",1.6666666666666667,3,Flop
Singin' in the Rain (1952),3.9927007299270074,137,Overhyped
Sirens (1994),2.983050847457627,59,Flop
Six Degrees of Separation (1993),3.77027027027027,74,Flop
"Sixth Man, The (1997)",3.2222222222222223,9,Flop
Sleeper (1973),3.6341463414634148,82,Flop
Sleepers (1996),3.514792899408284,169,Overhyped
Sleepless in Seattle (1993),3.539906103286385,213,Overhyped
Sleepover (1995),3.0,1,Flop
Sliding Doors (1998),2.6,5,Flop
Sling Blade (1996),4.198529411764706,136,Blockbuster
"Slingshot, The (1993)",3.5,2,Flop
Sliver (1993),2.4054054054054053,37,Flop
Small Faces (1995),2.0,1,Flop
"Smile Like Yours, A (1997)",2.88,25,Flop
Smilla's Sense of Snow (1997),3.1666666666666665,48,Flop
Smoke (1995),3.6216216216216215,74,Flop
Sneakers (1992),3.513333333333333,150,Overhyped
Snow White and the Seven Dwarfs (1937),3.7093023255813953,172,Overhyped
So Dear to My Heart (1949),3.25,4,Flop
So I Married an Axe Murderer (1993),3.0526315789473686,95,Flop
Solo (1996),1.8333333333333333,12,Flop
Some Folks Call It a Sling Blade (1993),4.2926829268292686,41,Hidden Gem
Some Kind of Wonderful (1987),3.6610169491525424,59,Flop
Some Like It Hot (1959),3.984375,128,Overhyped
Some Mother's Son (1996),4.5,2,Hidden Gem
Somebody to Love (1994),1.0,2,Flop
Someone Else's America (1995),5.0,1,Hidden Gem
Something to Talk About (1995),2.769230769230769,26,Flop
Somewhere in Time (1980),3.426829268292683,82,Flop
Son in Law (1993),2.4871794871794872,39,Flop
Sophie's Choice (1982),3.896551724137931,58,Flop
Soul Food (1997),3.169491525423729,59,Flop
"Sound of Music, The (1965)",3.765765765765766,222,Overhyped
Space Jam (1996),2.774193548387097,93,Flop
"Spanish Prisoner, The (1997)",4.0,1,Hidden Gem
Spanking the Monkey (1994),3.074074074074074,27,Flop
Spawn (1997),2.6153846153846154,143,Overhyped
"Specialist, The (1994)",2.25,20,Flop
Species (1995),2.8666666666666667,45,Flop
Speechless (1994),3.0833333333333335,36,Flop
Speed (1994),3.6478260869565218,230,Overhyped
Speed 2: Cruise Control (1997),2.1315789473684212,38,Flop
Spellbound (1945),3.933333333333333,30,Flop
Sphere (1998),2.926829268292683,41,Flop
Spice World (1997),2.1153846153846154,26,Flop
Spirits of the Dead (Tre passi nel delirio) (1968),2.5,2,Flop
"Spitfire Grill, The (1996)",3.804123711340206,97,Flop
Sprung (1997),2.0,3,Flop
Spy Hard (1996),2.511627906976744,43,Flop
Squeeze (1996),1.6666666666666667,3,Flop
Stag (1997),2.111111111111111,9,Flop
Stalingrad (1993),3.1666666666666665,12,Flop
Stalker (1979),3.5454545454545454,11,Flop
Stand by Me (1986),3.881057268722467,227,Overhyped
Star Kid (1997),5.0,3,Hidden Gem
"Star Maker, The (Uomo delle stelle, L') (1995)",3.1666666666666665,12,Flop
Star Maps (1997),3.0526315789473686,19,Flop
Star Trek III: The Search for Spock (1984),3.111111111111111,171,Overhyped
Star Trek IV: The Voyage Home (1986),3.4472361809045227,199,Overhyped
Star Trek V: The Final Frontier (1989),2.3968253968253967,63,Flop
Star Trek VI: The Undiscovered Country (1991),3.279503105590062,161,Overhyped
Star Trek: First Contact (1996),3.66027397260274,365,Overhyped
Star Trek: Generations (1994),3.336206896551724,116,Overhyped
Star Trek: The Motion Picture (1979),3.034188034188034,117,Overhyped
Star Trek: The Wrath of Khan (1982),3.8155737704918034,244,Overhyped
Star Wars (1977),4.3584905660377355,583,Blockbuster
Stargate (1994),3.141732283464567,127,Overhyped
"Stars Fell on Henrietta, The (1995)",2.3333333333333335,3,Flop
Starship Troopers (1997),3.2322274881516586,211,Overhyped
"Steal Big, Steal Little (1995)",2.5714285714285716,7,Flop
Stealing Beauty (1996),3.375,64,Flop
Steel (1997),2.1578947368421053,19,Flop
Stefano Quantestorie (1993),1.0,1,Flop
Stephen King's The Langoliers (1995),2.413793103448276,29,Flop
"Sting, The (1973)",4.058091286307054,241,Blockbuster
Stonewall (1995),4.2,5,Hidden Gem
"Story of Xinghua, The (1993)",3.2,5,Flop
Strange Days (1995),3.264367816091954,87,Flop
Stranger in the House (1997),2.4285714285714284,7,Flop
"Stranger, The (1994)",3.0,3,Flop
Strawberry and Chocolate (Fresa y chocolate) (1993),3.272727272727273,11,Flop
Street Fighter (1994),2.75,8,Flop
"Streetcar Named Desire, A (1951)",3.816326530612245,98,Flop
Strictly Ballroom (1992),4.028846153846154,104,Blockbuster
Striking Distance (1993),2.5833333333333335,12,Flop
Stripes (1981),3.8,5,Flop
Striptease (1996),2.2388059701492535,67,Flop
Stuart Saves His Family (1995),2.125,16,Flop
"Stupids, The (1996)",2.0,17,Flop
SubUrbia (1997),3.6666666666666665,12,Flop
"Substance of Fire, The (1996)",3.25,4,Flop
"Substitute, The (1996)",2.693877551020408,49,Flop
Sudden Death (1995),2.723404255319149,47,Flop
Sudden Manhattan (1996),1.5,2,Flop
"Sum of Us, The (1994)",3.5454545454545454,11,Flop
"Sunchaser, The (1996)",3.0,1,Flop
Sunset Blvd. (1950),4.2,65,Hidden Gem
Sunset Park (1996),2.5,8,Flop
Super Mario Bros. (1993),2.076923076923077,26,Flop
Supercop (1992),3.5384615384615383,65,Flop
Surviving Picasso (1996),3.1052631578947367,19,Flop
Surviving the Game (1994),2.4545454545454546,11,Flop
Suture (1993),2.25,4,Flop
"Swan Princess, The (1994)",2.857142857142857,7,Flop
"Sweet Hereafter, The (1997)",3.772727272727273,44,Flop
Sweet Nothing (1995),3.0,1,Flop
Swept from the Sea (1997),2.4285714285714284,7,Flop
Swimming with Sharks (1995),3.574468085106383,47,Flop
Swingers (1996),3.828025477707006,157,Overhyped
Swiss Family Robinson (1960),3.358974358974359,39,Flop
Switchback (1997),2.823529411764706,17,Flop
Switchblade Sisters (1975),3.230769230769231,13,Flop
"Sword in the Stone, The (1963)",3.3292682926829267,82,Flop
"Symphonie pastorale, La (1946)",1.0,1,Flop
T-Men (1947),1.0,1,Flop
Tainted (1998),3.0,1,Flop
Tales From the Crypt Presents: Demon Knight (1995),2.9767441860465116,43,Flop
Tales from the Crypt Presents: Bordello of Blood (1996),2.6363636363636362,55,Flop
Tales from the Hood (1995),2.037037037037037,27,Flop
Talking About Sex (1994),1.8,5,Flop
"Tango Lesson, The (1997)",3.3846153846153846,13,Flop
Tank Girl (1995),2.8536585365853657,41,Flop
Target (1995),3.0,1,Flop
Taxi Driver (1976),4.1208791208791204,182,Blockbuster
Telling Lies in America (1997),3.230769230769231,13,Flop
Temptress Moon (Feng Yue) (1996),1.6666666666666667,3,Flop
Terminal Velocity (1994),2.676470588235294,34,Flop
Terminator 2: Judgment Day (1991),4.0067796610169495,295,Blockbuster
"Terminator, The (1984)",3.9335548172757475,301,Overhyped
Terror in a Texas Town (1958),1.0,1,Flop
Tetsuo II: Body Hammer (1992),2.6666666666666665,6,Flop
That Darn Cat! (1965),2.473684210526316,19,Flop
That Darn Cat! (1997),2.4634146341463414,41,Flop
That Old Feeling (1997),3.3636363636363638,11,Flop
That Thing You Do! (1996),3.465909090909091,176,Overhyped
The Courtyard (1995),1.0,1,Flop
The Deadly Cure (1996),3.0,2,Flop
The Innocent (1994),3.0,4,Flop
Theodore Rex (1995),1.4,5,Flop
They Made Me a Criminal (1939),5.0,1,Hidden Gem
"Thieves (Voleurs, Les) (1996)",3.7142857142857144,7,Flop
"Thin Blue Line, The (1988)",3.7714285714285714,35,Flop
"Thin Line Between Love and Hate, A (1996)",2.4166666666666665,12,Flop
"Thin Man, The (1934)",4.15,60,Hidden Gem
Things to Do in Denver when You're Dead (1995),3.1549295774647885,71,Flop
Thinner (1996),2.4489795918367347,49,Flop
"Third Man, The (1949)",4.333333333333333,72,Hidden Gem
Thirty-Two Short Films About Glenn Gould (1993),3.9444444444444446,18,Flop
This Is Spinal Tap (1984),3.905759162303665,191,Overhyped
"Thousand Acres, A (1997)",3.4054054054054053,37,Flop
"Three Caballeros, The (1945)",3.272727272727273,22,Flop
Three Colors: Blue (1993),4.015625,64,Hidden Gem
Three Colors: Red (1994),4.0602409638554215,83,Hidden Gem
Three Colors: White (1994),3.864406779661017,59,Flop
Three Lives and Only One Death (1996),3.0,1,Flop
"Three Musketeers, The (1993)",3.303370786516854,89,Flop
Three Wishes (1995),3.2222222222222223,9,Flop
Threesome (1994),2.838709677419355,31,Flop
Tie Me Up! Tie Me Down! (1990),3.1875,32,Flop
"Tie That Binds, The (1995)",2.4285714285714284,7,Flop
Tigrero: A Film That Was Never Made (1994),1.0,1,Flop
Time Tracers (1995),1.5,2,Flop
"Time to Kill, A (1996)",3.685344827586207,232,Overhyped
Timecop (1994),3.096774193548387,31,Flop
Tin Cup (1996),3.160621761658031,193,Overhyped
"Tin Drum, The (Blechtrommel, Die) (1979)",3.7,40,Flop
Tin Men (1987),3.0784313725490198,51,Flop
Titanic (1997),4.2457142857142856,350,Blockbuster
To Be or Not to Be (1942),3.611111111111111,18,Flop
To Catch a Thief (1955),4.02,50,Hidden Gem
To Cross the Rubicon (1991),1.0,1,Flop
To Die For (1995),3.2758620689655173,87,Flop
To Gillian on Her 37th Birthday (1996),3.0681818181818183,44,Flop
"To Have, or Not (1995)",2.0,2,Flop
To Kill a Mockingbird (1962),4.292237442922374,219,Blockbuster
To Live (Huozhe) (1994),3.7857142857142856,14,Flop
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",2.8947368421052633,57,Flop
Tokyo Fist (1995),4.0,1,Hidden Gem
Tom & Viv (1994),3.3333333333333335,9,Flop
Tom and Huck (1995),3.1666666666666665,12,Flop
Tombstone (1993),3.6666666666666665,108,Overhyped
Tommy Boy (1995),2.909090909090909,66,Flop
Tomorrow Never Dies (1997),3.4277777777777776,180,Overhyped
Top Gun (1986),3.481818181818182,220,Overhyped
Top Hat (1935),4.0476190476190474,21,Hidden Gem
Total Eclipse (1995),2.75,4,Flop
Touch (1997),2.7777777777777777,9,Flop
Touch of Evil (1958),3.911764705882353,34,Flop
Tough and Deadly (1995),3.0,2,Flop
Touki Bouki (Journey of the Hyena) (1973),1.0,1,Flop
Toy Story (1995),3.8783185840707963,452,Overhyped
Trainspotting (1996),3.884,250,Overhyped
"Transformers: The Movie, The (1986)",2.84375,32,Flop
Traveller (1997),3.3076923076923075,13,Flop
"Treasure of the Sierra Madre, The (1948)",4.1,80,Hidden Gem
Trees Lounge (1996),3.24,50,Flop
Trial and Error (1997),2.5217391304347827,23,Flop
Trial by Jury (1994),2.4285714285714284,7,Flop
"Trigger Effect, The (1996)",3.2,35,Flop
True Crime (1995),3.3333333333333335,9,Flop
True Lies (1994),3.5625,208,Overhyped
True Romance (1993),3.6153846153846154,104,Overhyped
"Truman Show, The (1998)",2.909090909090909,11,Flop
Trust (1990),3.789473684210526,19,Flop
"Truth About Cats & Dogs, The (1996)",3.485294117647059,272,Overhyped
"Truth or Consequences, N.M. (1997)",2.0,3,Flop
Turbo: A Power Rangers Movie (1997),1.8,5,Flop
Turbulence (1997),2.5652173913043477,23,Flop
"Turning, The (1992)",2.5,2,Flop
Twelfth Night (1996),3.413793103448276,29,Flop
Twelve Monkeys (1995),3.798469387755102,392,Overhyped
Twilight (1998),2.5,4,Flop
Twin Town (1997),2.1666666666666665,6,Flop
Twisted (1996),3.5,6,Flop
Twister (1996),3.2150170648464163,293,Overhyped
Two Bits (1995),2.2,5,Flop
Two Deaths (1995),2.25,4,Flop
Two Friends (1986) ,3.0,1,Flop
Two Much (1996),2.4285714285714284,7,Flop
Two if by Sea (1996),2.6,25,Flop
Two or Three Things I Know About Her (1966),3.75,4,Flop
U Turn (1997),3.359375,64,Flop
U.S. Marshalls (1998),3.0,9,Flop
Ulee's Gold (1997),3.760869565217391,184,Overhyped
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",3.761904761904762,21,Flop
"Unbearable Lightness of Being, The (1988)",3.4565217391304346,92,Flop
Under Siege (1992),3.2903225806451615,124,Overhyped
Under Siege 2: Dark Territory (1995),2.4583333333333335,48,Flop
Underground (1995),2.8,5,Flop
"Underneath, The (1995)",2.75,4,Flop
Underworld (1997),2.5,4,Flop
Unforgettable (1996),3.323529411764706,34,Flop
Unforgiven (1992),3.868131868131868,182,Overhyped
Unhook the Stars (1996),2.5,10,Flop
Unstrung Heroes (1995),3.3181818181818183,22,Flop
Until the End of the World (Bis ans Ende der Welt) (1991),2.8260869565217392,23,Flop
Unzipped (1995),3.5454545454545454,11,Flop
Up Close and Personal (1996),3.1882352941176473,85,Flop
Up in Smoke (1978),3.25531914893617,47,Flop
"Usual Suspects, The (1995)",4.385767790262173,267,Blockbuster
Vampire in Brooklyn (1995),1.8333333333333333,12,Flop
"Van, The (1996)",2.6666666666666665,6,Flop
Vanya on 42nd Street (1994),3.5925925925925926,27,Flop
Vegas Vacation (1997),2.4,75,Flop
Venice/Venice (1992),1.0,2,Flop
Vermin (1998),2.0,2,Flop
Vermont Is For Lovers (1992),1.0,1,Flop
Vertigo (1958),4.251396648044692,179,Blockbuster
"Very Brady Sequel, A (1996)",2.3978494623655915,93,Flop
"Very Natural Thing, A (1974)",1.0,1,Flop
Victor/Victoria (1982),3.3376623376623376,77,Flop
"Vie est belle, La (Life is Rosey) (1987)",1.0,1,Flop
Village of the Damned (1995),2.6818181818181817,22,Flop
Virtuosity (1995),2.736842105263158,38,Flop
"Visitors, The (Visiteurs, Les) (1993)",3.5,2,Flop
Volcano (1997),2.808219178082192,219,Overhyped
Wag the Dog (1997),3.510948905109489,137,Overhyped
